ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
2060,2209.0,134.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
3481,0.0,155.0,36.0,1.0,N,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
7200,0.0,120.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
5166,0.0,128.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False
4095,3447.0,151.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
4708,1387.0,150.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
4333,1811.0,160.0,360.0,0.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3418,0.0,135.0,360.0,1.0,N,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
2876,1560.0,90.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True
3237,0.0,30.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
11146,0.0,136.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
2833,1857.0,126.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
2620,2223.0,150.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3900,0.0,90.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
2750,1842.0,115.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
3993,3274.0,207.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3103,1300.0,80.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
14583,0.0,436.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
4100,0.0,124.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False
4053,2426.0,158.0,360.0,0.0,N,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True
3927,800.0,112.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
2301,985.7999878,78.0,180.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
1811,1666.0,54.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
20667,0.0,128.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3158,3053.0,89.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
2600,1717.0,99.0,300.0,1.0,N,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
3704,2000.0,120.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4124,0.0,115.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
9508,0.0,187.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
3075,2416.0,139.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4400,0.0,127.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
3153,1560.0,134.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
5417,0.0,143.0,480.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
2383,3334.0,172.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
4416,1250.0,110.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
6875,0.0,200.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
4666,0.0,135.0,360.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True
5000,2541.0,151.0,480.0,1.0,N,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
2014,2925.0,113.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
1800,2934.0,93.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
2875,1750.0,105.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
5000,0.0,132.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1625,1803.0,96.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
4000,2500.0,140.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
2000,0.0,128.0,360.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True
3762,1666.0,135.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
2400,1863.0,104.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
20233,0.0,480.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
7667,0.0,185.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
2917,0.0,84.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2927,2405.0,111.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
2507,0.0,56.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
5746,0.0,144.0,84.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
2473,1843.0,159.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3399,1640.0,111.0,180.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
3717,0.0,120.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
2058,2134.0,88.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3541,0.0,112.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
10000,0.0,155.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False
2400,2167.0,115.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
4342,189.0,124.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
3601,1590.0,128.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
3166,2985.0,132.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
15000,0.0,300.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
8666,4983.0,376.0,360.0,0.0,N,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False
4917,0.0,130.0,360.0,0.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
5818,2160.0,184.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False
4333,2451.0,110.0,360.0,1.0,N,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True
2500,0.0,67.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
4384,1793.0,117.0,360.0,1.0,Y,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True
2935,0.0,98.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2833,0.0,71.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
63337,0.0,490.0,180.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
9833,1833.0,182.0,180.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
5503,4490.0,70.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False
5250,688.0,160.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
2500,4600.0,176.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
1830,0.0,128.0,360.0,0.0,N,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True
4160,0.0,71.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2647,1587.0,173.0,360.0,1.0,N,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
2378,0.0,46.0,360.0,1.0,N,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
4554,1229.0,158.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
3173,0.0,74.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
2583,2330.0,125.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
2499,2458.0,160.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3523,3230.0,152.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
3083,2168.0,126.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True
6333,4583.0,259.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
2625,6250.0,187.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
9083,0.0,228.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
8750,4167.0,308.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
2666,2083.0,95.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
5500,0.0,105.0,360.0,0.0,N,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False
2423,505.0,130.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3813,0.0,116.0,180.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
8333,3167.0,165.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
3875,0.0,67.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
3000,1666.0,100.0,480.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
5167,3167.0,200.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
4723,0.0,81.0,360.0,1.0,N,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
5000,3667.0,236.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
4750,2333.0,130.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3013,3033.0,95.0,300.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
6822,0.0,141.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False
6216,0.0,133.0,360.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
2500,0.0,96.0,480.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
5124,0.0,124.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
6325,0.0,175.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
19730,5266.0,570.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
15759,0.0,55.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
5185,0.0,155.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
9323,7873.0,380.0,300.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
3062,1987.0,111.0,180.0,0.0,N,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True
2764,1459.0,110.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
4817,923.0,120.0,180.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
8750,4996.0,130.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
4310,0.0,130.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3069,0.0,71.0,480.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
5391,0.0,130.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
3333,2500.0,128.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5941,4232.0,296.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
6000,0.0,156.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
7167,0.0,128.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
4566,0.0,100.0,360.0,1.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
3667,0.0,113.0,180.0,1.0,Y,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True
2346,1600.0,132.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
3010,3136.0,128.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
2333,2417.0,136.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
5488,0.0,125.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
9167,0.0,185.0,360.0,1.0,Y,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False
9504,0.0,275.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
2583,2115.0,120.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
1993,1625.0,113.0,180.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
3100,1400.0,113.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
3276,484.0,135.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
3180,0.0,71.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
3033,1459.0,95.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3902,1666.0,109.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
1500,1800.0,103.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2889,0.0,45.0,180.0,0.0,N,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True
2755,0.0,65.0,300.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
2500,20000.0,103.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
1963,0.0,53.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False
7441,0.0,194.0,360.0,1.0,N,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False
4547,0.0,115.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2167,2400.0,115.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
2213,0.0,66.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False
8300,0.0,152.0,300.0,0.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
81000,0.0,360.0,360.0,0.0,N,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
3867,0.0,62.0,360.0,1.0,N,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False
6256,0.0,160.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
6096,0.0,218.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
2253,2033.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
2149,3237.0,178.0,360.0,0.0,N,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
2995,0.0,60.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
2600,0.0,160.0,360.0,1.0,N,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True
1600,20000.0,239.0,360.0,1.0,N,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True
1025,2773.0,112.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3246,1417.0,138.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5829,0.0,138.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2720,0.0,80.0,360.0,0.0,N,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True
1820,1719.0,100.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
7250,1667.0,110.0,360.0,0.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
14880,0.0,96.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
2666,4300.0,121.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4606,0.0,81.0,360.0,1.0,N,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False
5935,0.0,133.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
2920,16.12000084,87.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2717,0.0,60.0,180.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True
8624,0.0,150.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
6500,0.0,105.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
12876,0.0,405.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2425,2340.0,143.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3750,0.0,100.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
10047,0.0,128.0,240.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1926,1851.0,50.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2213,1125.0,128.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
10416,0.0,187.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
7142,0.0,138.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False
3660,5064.0,187.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
7901,1833.0,180.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4707,1993.0,148.0,360.0,1.0,Y,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False
37719,0.0,152.0,360.0,1.0,Y,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False
7333,8333.0,175.0,300.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3466,1210.0,130.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False
4652,0.0,110.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
3539,1376.0,55.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3340,1710.0,150.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
2769,1542.0,190.0,360.0,1.0,N,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False
2309,1255.0,125.0,360.0,0.0,N,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
1958,1456.0,60.0,300.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True
3948,1733.0,149.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2483,2466.0,90.0,180.0,0.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
7085,0.0,84.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False
3859,0.0,96.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
4301,0.0,118.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3708,2569.0,173.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
4354,0.0,136.0,360.0,1.0,Y,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
8334,0.0,160.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
2083,4083.0,160.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False
7740,0.0,128.0,180.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3015,2188.0,153.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
5191,0.0,132.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False
4166,0.0,98.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
6000,0.0,140.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
2947,1664.0,70.0,180.0,0.0,N,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True
16692,0.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
210,2917.0,98.0,360.0,1.0,Y,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False
4333,2451.0,110.0,360.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3450,2079.0,162.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
2653,1500.0,113.0,180.0,0.0,N,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
4691,0.0,100.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
2500,0.0,93.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
5532,4648.0,162.0,360.0,1.0,Y,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
16525,1014.0,150.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
6700,1750.0,230.0,300.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
2873,1872.0,132.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
16667,2250.0,86.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
2947,1603.0,128.0,360.0,1.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
4350,0.0,154.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False
3095,0.0,113.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
2083,3150.0,128.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
10833,0.0,234.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
8333,0.0,246.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
1958,2436.0,131.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
3547,0.0,80.0,360.0,0.0,N,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
18333,0.0,500.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
4583,2083.0,160.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
2435,0.0,75.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
2699,2785.0,96.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
5333,1131.0,186.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
3691,0.0,110.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
17263,0.0,225.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False
3597,2157.0,119.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3326,913.0,105.0,84.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
2600,1700.0,107.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
4625,2857.0,111.0,12.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
2895,0.0,95.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
6283,4416.0,209.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
645,3683.0,113.0,480.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
3159,0.0,100.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
4865,5624.0,208.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
4050,5302.0,138.0,360.0,1.0,N,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
3814,1483.0,124.0,300.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
3510,4416.0,243.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False
20833,6667.0,480.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3583,0.0,96.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
2479,3013.0,188.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True
13262,0.0,40.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True
3598,1287.0,100.0,360.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
6065,2004.0,250.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
3283,2035.0,148.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
2130,6666.0,70.0,180.0,1.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5815,3666.0,311.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
3466,3428.0,150.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
2031,1632.0,113.0,480.0,1.0,Y,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
3074,1800.0,123.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False
4683,1915.0,185.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
3400,0.0,95.0,360.0,1.0,N,True,False,True,False,True,False,False,False,False,True,True,False,True,False,False
2192,1742.0,45.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
2500,0.0,55.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
5677,1424.0,100.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False
7948,7166.0,480.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
4680,2087.0,128.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
